word	preserving	td	blackout	albeit	plagiarism	mote	dildo	stricter	improvised	swagger	lexical	borrowers	flu	oath	curled	mafia	beden	overwhelm	aes	embodiment	beverage	nonatomic	finns	tasty	tumult	interpol	vitae	vrouw	wealthiest	undergrad	peanuts	resizing	unconditional	culprit	albums	righteous	autos	carr	pict	reachable	intimately	kultur	defy	edt	poil	handful	intends	soar	certifications	wyn	crappy	potassium	flaming	oblasti	obe	subtitle	phoenix	noop	fabs	hoses	grinder	stap	standby	a
intimately	0.037743	0.013133	0.029952	0.034692	0.021406	0.007416	0.003959	0.018030	0.022436	0.015467	0.016249	0.024559	-0.019952	0.033008	0.027122	-0.022911	0.011704	0.026912	0.025752	0.012045	0.028239	0.004066	0.034796	-0.008593	0.038073	0.013796	0.003453	0.016175	0.031354	0.041556	0.027227	-0.017204	0.019356	0.008968	0.020070	0.024100	0.020156	0.022885	0.011857	0.001321	1.000000	0.026046	0.008033	0.018427	0.002335	0.037333	0.020879	0.041910	0.005074	0.008944	0.016313	0.021856	0.037527	-0.001316	0.033429	0.027998	0.019560	0.039541	0.003822	0.021903	-0.026953	-0.009108	-0.003492	0.005736
kultur	-0.003877	0.026449	0.033646	0.018916	0.014514	0.023431	0.030043	0.020823	0.041645	0.033994	0.025084	0.008942	0.005703	0.006495	0.002407	0.037050	0.015823	-0.001129	0.017711	-0.033125	0.030585	0.010228	0.031248	0.030502	0.020746	0.004614	0.024536	0.037301	0.025332	0.016130	0.013499	0.013305	0.017249	0.016200	0.002700	0.013925	0.030176	0.016888	0.014613	0.020605	0.026046	1.000000	-0.006589	0.011995	0.011049	-0.005312	0.013779	0.001234	0.005007	0.040674	0.003159	0.018001	0.016071	0.040483	0.019924	0.038886	0.026476	0.018046	0.003360	0.002765	0.000425	0.003473	-0.011522	0.029264
defy	0.004433	0.019743	0.014395	0.012316	0.014787	0.017106	0.005174	0.015732	0.027537	0.009858	0.004698	0.007956	0.027654	0.030882	0.035115	0.015250	0.041877	0.029989	0.006282	0.030437	0.002748	0.009925	0.028981	0.006027	0.011485	-0.001195	0.014137	0.029037	0.038827	-0.012391	0.008845	0.024337	0.007462	0.018679	0.024870	0.027034	0.026538	0.021187	0.001554	0.006789	0.008033	-0.006589	1.000000	0.003332	0.030230	0.031917	0.036361	0.043177	0.038277	-0.023854	-0.003988	-0.008431	0.023741	-0.002820	0.001474	0.007419	-0.009706	0.011232	-0.006706	0.007088	0.019873	0.010715	0.027481	0.011035
edt	-0.003050	0.041965	0.004206	0.039273	0.000655	0.036586	0.009494	0.005965	0.032042	0.012871	0.000546	0.021156	0.021193	-0.011646	0.012476	0.010706	0.024787	0.015354	0.033322	0.038101	0.006108	-0.005380	0.002724	0.030630	0.031368	0.001474	0.038037	0.013876	-0.003003	0.005856	0.024154	0.021422	0.004263	0.018141	0.022734	0.028412	0.021807	0.031922	0.020069	0.006520	0.018427	0.011995	0.003332	1.000000	0.022510	-0.014806	-0.006822	0.004682	-0.005943	0.022070	0.027894	-0.003737	-0.007347	0.027086	0.014751	0.028567	0.024671	0.015787	0.036321	0.026075	0.030640	0.034996	0.016924	0.019621
poil	0.021552	0.009953	0.034916	-0.003920	-0.006827	0.024688	0.038318	0.013479	0.014703	0.013099	0.007856	0.007278	0.010782	0.024733	0.028177	-0.004116	0.027973	0.020563	0.020868	-0.012281	0.002020	0.016191	0.021588	-0.008579	0.034050	0.024821	0.042211	0.021171	0.016151	0.017172	0.006608	0.023167	-0.008023	0.020164	-0.012295	0.014759	0.002029	0.039112	0.019231	-0.008077	0.002335	0.011049	0.030230	0.022510	1.000000	0.020021	-0.007251	0.027904	-0.001067	0.038714	0.028131	0.036344	-0.001759	0.029567	0.033481	0.037376	0.019191	0.029178	0.029676	0.030020	-0.006220	0.015152	0.017298	-0.006915
handful	0.005419	0.018707	-0.010323	0.036373	0.026753	0.021886	0.025414	0.042805	0.018586	0.035179	0.014387	0.033408	0.022627	0.027332	0.005267	0.019807	0.013843	0.023004	0.004802	0.041298	0.019899	0.009202	0.030963	0.021225	0.031600	0.023768	0.025858	0.010541	0.035618	0.032700	0.025837	-0.009083	0.027843	0.029570	0.041189	0.010192	-0.006801	0.030643	-0.004135	0.024522	0.037333	-0.005312	0.031917	-0.014806	0.020021	1.000000	0.029718	0.005816	0.005498	-0.000538	0.031803	0.022416	0.010761	0.017535	0.004394	0.024190	0.030016	0.008843	0.041520	0.008620	0.023776	0.012068	0.039505	-0.000689
intends	0.014029	0.030322	0.036352	0.029360	0.043164	0.028173	-0.000931	0.025702	0.043109	0.018612	0.023767	0.007775	0.040126	0.008865	0.036776	0.004865	0.035929	0.023760	0.006894	0.020189	0.029641	0.019365	0.029005	0.040435	0.030945	0.030645	0.019266	0.018809	0.012784	0.021039	-0.003912	0.033508	0.042011	0.013695	0.033566	0.032375	-0.000436	0.016054	0.015091	0.034096	0.020879	0.013779	0.036361	-0.006822	-0.007251	0.029718	1.000000	-0.019809	0.027306	-0.006796	-0.014220	0.002425	0.010202	-0.008323	0.032306	0.009316	0.010975	-0.016392	0.009132	0.028852	0.037488	0.013346	0.033602	0.007278
soar	0.011364	0.042921	0.032440	0.006008	-0.005752	0.034694	0.015728	0.009011	0.016058	0.018239	-0.005858	0.028606	0.029287	0.032481	0.025207	-0.021806	0.017569	0.011601	0.033413	0.006097	0.008834	0.004538	0.017167	0.021285	0.014881	-0.001290	0.031851	-0.004183	0.013335	0.014177	0.036599	-0.003873	0.025089	0.002421	0.008506	0.008769	0.022132	0.026525	0.008068	0.015986	0.041910	0.001234	0.043177	0.004682	0.027904	0.005816	-0.019809	1.000000	0.012844	0.011898	0.009696	0.033122	0.025389	0.025663	0.009647	0.006304	0.044192	0.026121	0.009166	0.013047	0.008115	0.045025	0.003186	0.033021
certifications	0.004808	0.022387	0.025974	0.017260	0.016833	0.017929	-0.018349	0.037628	0.007023	0.010679	0.026917	0.007892	0.025313	0.034236	0.032739	-0.003078	-0.016582	0.041413	0.023031	0.043308	0.022556	0.018907	0.023540	0.008173	0.015459	0.014633	0.008968	0.023362	0.023693	-0.000626	0.024174	-0.020776	0.015797	-0.000748	0.021686	0.016603	0.037272	0.036312	0.027198	-0.006957	0.005074	0.005007	0.038277	-0.005943	-0.001067	0.005498	0.027306	0.012844	1.000000	0.006101	0.001696	0.024261	0.032602	0.014585	0.024435	0.011421	0.008160	-0.014127	0.008723	0.024156	0.045807	0.032330	0.025144	0.027651
wyn	0.001858	0.028917	0.012193	0.007669	0.020508	0.037025	0.031448	0.021398	0.014793	0.018999	0.006447	0.016061	0.008648	0.003855	-0.005522	0.011650	0.030647	0.022486	0.012780	0.003886	0.040802	0.005669	0.027182	0.002821	0.030550	0.017780	0.009948	0.011737	0.018791	0.025879	0.004910	-0.005117	-0.001406	0.009899	0.017629	0.009116	0.043486	0.035587	0.011831	0.034302	0.008944	0.040674	-0.023854	0.022070	0.038714	-0.000538	-0.006796	0.011898	0.006101	1.000000	0.022757	0.003227	0.010165	0.009139	0.043978	0.014743	0.018194	0.005291	0.032637	0.016973	0.004016	0.045975	0.036977	-0.004260
crappy	0.035522	-0.010762	-0.019926	0.035215	0.005844	0.043701	0.041917	0.027884	-0.002989	0.015680	0.029065	-0.014437	-0.005184	0.002149	0.024020	0.035397	0.008084	0.017708	-0.015327	0.015669	0.031198	0.022542	0.033368	0.021665	0.000942	-0.009788	-0.009870	0.034149	0.032708	0.018565	0.027865	-0.005527	0.001175	0.014310	0.018208	0.040413	-0.000506	-0.019303	-0.009098	0.012264	0.016313	0.003159	-0.003988	0.027894	0.028131	0.031803	-0.014220	0.009696	0.001696	0.022757	1.000000	0.000424	0.038683	0.026799	-0.014941	-0.010955	0.034532	0.027897	0.044779	0.006215	0.022145	0.031628	0.037881	0.013914
potassium	0.028867	0.020291	0.024360	0.038550	0.002815	0.021081	-0.011319	0.002432	0.027232	0.010937	0.031154	0.010784	0.024152	0.014195	0.037484	0.027555	-0.012806	0.011460	0.023873	0.031456	0.036898	0.043490	-0.002810	0.036830	0.004616	-0.002099	0.031052	0.014300	0.034829	0.032063	0.037535	0.004399	0.013629	0.035514	0.003238	0.031162	0.008826	0.043961	0.026957	0.025676	0.021856	0.018001	-0.008431	-0.003737	0.036344	0.022416	0.002425	0.033122	0.024261	0.003227	0.000424	1.000000	0.030111	0.017438	0.016003	0.009702	0.045170	-0.013981	-0.001303	0.016273	0.032926	0.029852	0.011495	-0.006166
flaming	0.021057	-0.004356	0.027376	0.010975	0.039876	0.032731	0.027495	0.011123	0.028855	-0.001460	0.035218	-0.005211	0.038477	0.044364	0.022838	0.021980	-0.004845	-0.007241	0.024366	0.016245	0.001517	-0.001639	0.026632	0.039552	0.039137	0.030197	0.024521	0.037506	0.039631	0.019531	0.039927	0.031425	0.034570	0.006439	-0.000195	0.019937	0.035885	0.034410	0.037893	0.004191	0.037527	0.016071	0.023741	-0.007347	-0.001759	0.010761	0.010202	0.025389	0.032602	0.010165	0.038683	0.030111	1.000000	-0.009105	0.028064	0.022431	0.036111	-0.007098	0.007809	0.001520	0.011503	0.026124	0.042255	0.011160
oblasti	0.043531	-0.016918	0.028844	0.029541	0.027354	0.044402	0.005709	0.038192	-0.002424	-0.006513	-0.002855	-0.003662	-0.011250	0.015085	0.015552	0.030674	0.017102	0.023238	0.039382	0.001558	0.004651	-0.001819	0.019171	0.043602	0.028608	-0.010011	0.030483	0.040398	0.025599	0.009450	0.015987	-0.015232	-0.005839	-0.007019	0.034423	-0.012036	0.000344	-0.011755	0.002198	0.001805	-0.001316	0.040483	-0.002820	0.027086	0.029567	0.017535	-0.008323	0.025663	0.014585	0.009139	0.026799	0.017438	-0.009105	1.000000	0.029473	0.040446	0.014944	0.000005	-0.008679	0.009116	0.018138	0.024329	-0.006657	0.017139
obe	0.011750	0.007286	0.013695	0.039063	0.008879	0.025852	0.019426	0.034842	0.015942	0.029281	0.023785	0.004989	0.024797	0.040881	0.028828	-0.008483	0.043859	0.044439	0.011223	0.009378	0.034176	0.006046	0.037249	0.016091	0.025397	0.042607	0.010648	-0.005621	-0.005386	0.027259	0.025040	-0.020481	0.015515	0.009607	0.007613	0.014251	0.015633	0.007302	0.023940	0.003295	0.033429	0.019924	0.001474	0.014751	0.033481	0.004394	0.032306	0.009647	0.024435	0.043978	-0.014941	0.016003	0.028064	0.029473	1.000000	0.023899	0.007671	0.016500	-0.006278	0.043678	0.000257	0.018358	0.038776	0.018398
subtitle	0.032094	0.044081	0.021838	0.027618	-0.003688	0.022590	0.029252	0.022656	0.029604	0.020152	0.022363	0.012002	0.011623	0.003775	0.014019	0.023064	0.016108	0.001329	0.010910	0.040270	0.044474	0.035334	0.001225	0.007898	0.029251	0.004875	0.039669	0.007259	0.018833	0.017809	0.018966	0.040879	0.031880	0.025482	0.015067	0.030139	0.028040	0.028078	-0.006949	0.020061	0.027998	0.038886	0.007419	0.028567	0.037376	0.024190	0.009316	0.006304	0.011421	0.014743	-0.010955	0.009702	0.022431	0.040446	0.023899	1.000000	0.026305	0.029425	0.045507	0.013371	0.014311	-0.002617	0.043289	-0.003317
phoenix	0.037496	0.035511	-0.007178	0.019940	0.021833	0.029811	0.025348	0.044695	-0.014750	0.014416	0.004645	0.023276	0.007503	0.044570	0.016130	0.021836	0.042053	0.009188	0.033776	0.016690	0.017349	0.029240	0.031404	0.022455	0.024985	0.005485	0.011221	0.006783	0.019802	0.021117	0.044989	0.014240	0.029101	-0.000158	0.000125	0.020261	0.011558	0.044276	0.020476	0.038166	0.019560	0.026476	-0.009706	0.024671	0.019191	0.030016	0.010975	0.044192	0.008160	0.018194	0.034532	0.045170	0.036111	0.014944	0.007671	0.026305	1.000000	0.008281	0.024656	0.026021	0.009496	0.017739	-0.017391	0.006892
noop	-0.004233	0.013476	0.020309	0.026362	0.019461	-0.000399	0.040345	0.018990	0.031866	0.030808	0.004734	-0.006212	-0.002928	0.014465	-0.003709	-0.000191	-0.003684	0.031191	0.045415	0.005917	0.019009	0.022243	0.025718	0.003085	-0.004118	0.039547	-0.019350	0.012786	0.021537	-0.006446	0.037014	0.032173	-0.003255	0.006862	0.015188	0.021151	0.010627	0.001519	0.003885	0.015081	0.039541	0.018046	0.011232	0.015787	0.029178	0.008843	-0.016392	0.026121	-0.014127	0.005291	0.027897	-0.013981	-0.007098	0.000005	0.016500	0.029425	0.008281	1.000000	0.019881	0.025330	-0.009985	0.016275	0.019460	0.028704
fabs	0.004011	0.027832	-0.006737	0.000407	0.009803	0.034208	0.045471	0.035974	0.036102	0.035773	0.029868	0.021731	0.025643	-0.001347	-0.019719	0.040365	0.024109	-0.000811	0.025659	0.033768	-0.002490	0.020406	0.040089	0.006526	0.024449	0.007394	-0.000415	0.007573	0.031122	0.013324	0.017904	-0.024437	-0.011707	0.005931	0.039783	0.003263	0.031189	0.025097	0.015110	0.020351	0.003822	0.003360	-0.006706	0.036321	0.029676	0.041520	0.009132	0.009166	0.008723	0.032637	0.044779	-0.001303	0.007809	-0.008679	-0.006278	0.045507	0.024656	0.019881	1.000000	0.012829	0.009806	0.027334	0.029417	0.000197
hoses	0.017808	0.011900	0.010609	0.024463	0.016695	0.036019	0.039251	-0.000842	0.018445	0.014674	0.038995	0.013730	0.002545	0.042862	0.024060	0.014805	0.014118	0.020804	0.012036	0.004083	0.023922	0.029481	0.024270	0.032769	-0.010938	0.038105	0.026097	0.024793	0.001752	-0.005729	0.006809	0.036214	-0.036280	-0.002310	0.015097	0.026537	0.031180	0.045648	0.003386	0.008482	0.021903	0.002765	0.007088	0.026075	0.030020	0.008620	0.028852	0.013047	0.024156	0.016973	0.006215	0.016273	0.001520	0.009116	0.043678	0.013371	0.026021	0.025330	0.012829	1.000000	0.039904	0.036188	0.017011	0.019599
grinder	0.024747	0.015829	0.022514	0.005886	0.008027	0.018884	0.021512	0.006499	-0.014601	0.035180	-0.001342	0.015748	0.032665	0.013164	0.025047	-0.000898	0.017858	0.012521	-0.015800	0.027537	0.043903	0.034287	0.022219	0.033451	0.025890	0.039209	0.016983	0.027592	0.017296	0.044637	0.031451	0.038470	0.001573	0.020947	0.024108	0.029500	0.000282	0.038600	0.005154	0.018642	-0.026953	0.000425	0.019873	0.030640	-0.006220	0.023776	0.037488	0.008115	0.045807	0.004016	0.022145	0.032926	0.011503	0.018138	0.000257	0.014311	0.009496	-0.009985	0.009806	0.039904	1.000000	0.017472	0.022072	0.007026
stap	0.023353	0.021408	0.010907	-0.008917	0.007187	0.041092	0.031469	0.020782	-0.004956	0.025002	0.000544	-0.011146	0.029016	0.023838	0.007952	0.024520	0.019197	0.018050	0.038617	-0.011633	0.014329	0.001107	0.020787	0.045118	0.018391	0.012123	0.031759	0.034665	0.027531	0.020744	0.030002	0.029537	0.020836	0.037123	-0.008102	0.010298	0.009921	0.002855	0.034713	0.006702	-0.009108	0.003473	0.010715	0.034996	0.015152	0.012068	0.013346	0.045025	0.032330	0.045975	0.031628	0.029852	0.026124	0.024329	0.018358	-0.002617	0.017739	0.016275	0.027334	0.036188	0.017472	1.000000	0.040175	0.025618
standby	0.015592	0.012188	0.045892	0.003888	0.019040	0.013381	0.007500	0.009801	0.027425	0.025146	0.026218	0.033739	0.024417	0.021321	0.014916	-0.005468	0.012989	0.036872	0.007252	0.042693	0.031263	0.010248	-0.010274	0.023002	0.016074	0.032763	-0.002103	0.025488	0.004701	0.009955	0.046007	0.007359	0.022900	0.027469	0.025575	0.023944	0.025374	0.014015	0.010729	0.031169	-0.003492	-0.011522	0.027481	0.016924	0.017298	0.039505	0.033602	0.003186	0.025144	0.036977	0.037881	0.011495	0.042255	-0.006657	0.038776	0.043289	-0.017391	0.019460	0.029417	0.017011	0.022072	0.040175	1.000000	0.025183
a	0.034706	0.036791	0.021415	0.008836	0.024023	0.021662	0.017326	0.019057	0.004671	0.010782	0.025725	0.016377	0.045959	0.030130	0.036322	-0.005418	0.000974	0.005371	0.038134	0.027095	0.029892	0.009501	-0.010779	0.039138	0.023046	0.022555	-0.013084	0.015309	0.010550	0.021711	0.033300	0.023979	0.011751	0.027767	0.046455	-0.002668	0.017301	0.011359	0.016003	0.011982	0.005736	0.029264	0.011035	0.019621	-0.006915	-0.000689	0.007278	0.033021	0.027651	-0.004260	0.013914	-0.006166	0.011160	0.017139	0.018398	-0.003317	0.006892	0.028704	0.000197	0.019599	0.007026	0.025618	0.025183	1.000000
